p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,y
0.12772420048713684,0.3910430371761322,0.016297265887260437,0.8093588948249817,-0.4560195803642273,-0.6442404985427856,-1.1949312686920166,0.39090460538864136,0.29411041736602783,-0.5187512040138245,-0.3006425201892853,0.12619687616825104,0.3862471878528595,-0.33407628536224365,-0.14421533048152924,0.3456747531890869,0.012136305682361126,-0.3162425756454468,-0.2279568314552307,-0.2919592559337616,-0.3994068503379822,0.12464731186628342,-0.48367831110954285,0.9143311381340027,-0.10549627244472504,-0.38611575961112976,-0.09656518697738647,-0.47970789670944214,0.6101537346839905,-0.5680602192878723,0.34826308488845825,0.27460402250289917,0.13313324749469757,0.028853941708803177,0.5224112868309021,-0.1869051605463028,-0.7563082575798035,0.18055769801139832,-0.4684431552886963,-0.20626269280910492,-0.7061174511909485,0.33443254232406616,-0.185377299785614,0.2965458929538727,-0.027722880244255066,-0.048978228121995926,-0.5431027412414551,-0.03197389468550682,0.3700694441795349,0.1895158290863037,0.07545070350170135,0.7110797762870789,0.10698214918375015,0.07379341125488281,0.28473690152168274,-0.544302225112915,-0.41021403670310974,0.3849928677082062,-0.013356936164200306,-0.21937434375286102,0.21823802590370178,-0.257268488407135,-0.3412860631942749,0.5693827867507935,-0.47061070799827576,-0.2994338274002075,-0.28703635931015015,-0.7750808000564575,0.5990591049194336,-0.08836257457733154,0.438149631023407,-0.07819626480340958,-0.18304654955863953,-0.34849411249160767,0.04293063282966614,0.20606562495231628,0.14115256071090698,0.28390443325042725,0.025314906612038612,0.025592513382434845,0.26395395398139954,-0.022318242117762566,0.015219340100884438,0.09188997745513916,-0.1422751396894455,-0.35453495383262634,0.13467442989349365,-0.08933234959840775,-0.03598812222480774,0.19431531429290771,0.1368563175201416,-0.22633515298366547,-0.11821141093969345,0.035145778208971024,-0.14003638923168182,-0.22018314898014069,-0.3096979856491089,0.599298894405365,0.405883252620697,0.2542724609375,-0.44411224126815796,-0.16607271134853363,0.2725321054458618,-0.5834161043167114,0.05457723140716553,0.5894937515258789,0.6055238246917725,0.478507399559021,-0.39650872349739075,0.3528314232826233,0.3679336607456207,-0.11678901314735413,-0.3101973831653595,0.1524142175912857,0.006482529453933239,0.15419231355190277,0.30176791548728943,0.03579898551106453,-0.34905654191970825,0.041418690234422684,0.32960131764411926,0.08587491512298584,-0.04546529799699783,-0.29978033900260925,0.49867376685142517,0.2541449964046478,-0.27653056383132935,0.12005013227462769,-0.041006144136190414,-0.5315197706222534,-0.6719583868980408,0.17486007511615753,0.9607236981391907,-0.5474512577056885,-0.24790199100971222,0.49316102266311646,-0.6357104778289795,-0.4805596172809601,-0.5547297596931458,-0.29578882455825806,0.06
0.12672420048713684,0.3900430371761322,0.015297265887260436,0.8083588948249817,-0.4570195803642273,-0.6452404985427856,-1.1959312686920165,0.38990460538864136,0.29311041736602783,-0.5197512040138245,-0.3016425201892853,0.12519687616825104,0.3852471878528595,-0.33507628536224365,-0.14521533048152924,0.3446747531890869,0.011136305682361125,-0.3172425756454468,-0.2289568314552307,-0.2929592559337616,-0.4004068503379822,0.12364731186628342,-0.48467831110954285,0.9133311381340027,-0.10649627244472504,-0.38711575961112976,-0.09756518697738648,-0.48070789670944214,0.6091537346839905,-0.5690602192878723,0.34726308488845825,0.27360402250289917,0.13213324749469757,0.027853941708803176,0.5214112868309021,-0.1879051605463028,-0.7573082575798035,0.17955769801139831,-0.4694431552886963,-0.20726269280910492,-0.7071174511909485,0.33343254232406616,-0.18637729978561401,0.2955458929538727,-0.028722880244255067,-0.04997822812199593,-0.5441027412414551,-0.03297389468550682,0.3690694441795349,0.1885158290863037,0.07445070350170135,0.7100797762870789,0.10598214918375015,0.07279341125488281,0.28373690152168274,-0.545302225112915,-0.41121403670310974,0.3839928677082062,-0.014356936164200307,-0.22037434375286102,0.21723802590370178,-0.258268488407135,-0.3422860631942749,0.5683827867507935,-0.47161070799827576,-0.3004338274002075,-0.28803635931015015,-0.7760808000564575,0.5980591049194336,-0.08936257457733154,0.437149631023407,-0.07919626480340958,-0.18404654955863953,-0.34949411249160767,0.04193063282966614,0.20506562495231628,0.14015256071090698,0.28290443325042725,0.02431490661203861,0.024592513382434844,0.26295395398139954,-0.023318242117762567,0.014219340100884437,0.09088997745513916,-0.1432751396894455,-0.35553495383262634,0.13367442989349365,-0.09033234959840775,-0.03698812222480774,0.19331531429290771,0.1358563175201416,-0.22733515298366547,-0.11921141093969345,0.03414577820897102,-0.14103638923168182,-0.2211831489801407,-0.3106979856491089,0.598298894405365,0.404883252620697,0.2532724609375,-0.44511224126815796,-0.16707271134853363,0.2715321054458618,-0.5844161043167114,0.053577231407165526,0.5884937515258789,0.6045238246917725,0.477507399559021,-0.39750872349739075,0.3518314232826233,0.3669336607456207,-0.11778901314735413,-0.3111973831653595,0.1514142175912857,0.005482529453933239,0.15319231355190277,0.30076791548728943,0.03479898551106453,-0.35005654191970825,0.04041869023442268,0.32860131764411926,0.08487491512298584,-0.046465297996997834,-0.30078033900260925,0.49767376685142517,0.2531449964046478,-0.27753056383132935,0.11905013227462768,-0.042006144136190415,-0.5325197706222534,-0.6729583868980408,0.17386007511615753,0.9597236981391907,-0.5484512577056885,-0.24890199100971222,0.49216102266311645,-0.6367104778289795,-0.4815596172809601,-0.5557297596931458,-0.29678882455825806,0.06000000000000005
0.12872420048713684,0.3920430371761322,0.017297265887260438,0.8103588948249817,-0.4550195803642273,-0.6432404985427856,-1.1939312686920167,0.39190460538864136,0.29511041736602783,-0.5177512040138245,-0.2996425201892853,0.12719687616825104,0.3872471878528595,-0.33307628536224365,-0.14321533048152923,0.3466747531890869,0.013136305682361127,-0.3152425756454468,-0.2269568314552307,-0.2909592559337616,-0.3984068503379822,0.12564731186628342,-0.48267831110954285,0.9153311381340027,-0.10449627244472504,-0.38511575961112976,-0.09556518697738647,-0.47870789670944214,0.6111537346839905,-0.5670602192878723,0.34926308488845825,0.27560402250289917,0.13413324749469757,0.029853941708803178,0.5234112868309021,-0.1859051605463028,-0.7553082575798035,0.18155769801139832,-0.4674431552886963,-0.20526269280910492,-0.7051174511909485,0.33543254232406616,-0.184377299785614,0.2975458929538727,-0.026722880244255065,-0.047978228121995925,-0.5421027412414551,-0.03097389468550682,0.3710694441795349,0.1905158290863037,0.07645070350170136,0.7120797762870789,0.10798214918375015,0.07479341125488281,0.28573690152168274,-0.543302225112915,-0.40921403670310974,0.3859928677082062,-0.012356936164200305,-0.21837434375286102,0.21923802590370178,-0.256268488407135,-0.3402860631942749,0.5703827867507935,-0.46961070799827576,-0.2984338274002075,-0.28603635931015015,-0.7740808000564575,0.6000591049194336,-0.08736257457733154,0.439149631023407,-0.07719626480340958,-0.18204654955863953,-0.34749411249160767,0.04393063282966614,0.20706562495231629,0.14215256071090698,0.28490443325042725,0.026314906612038613,0.026592513382434846,0.26495395398139954,-0.021318242117762565,0.01621934010088444,0.09288997745513916,-0.1412751396894455,-0.35353495383262634,0.13567442989349365,-0.08833234959840774,-0.03498812222480774,0.19531531429290772,0.1378563175201416,-0.22533515298366547,-0.11721141093969345,0.036145778208971024,-0.13903638923168182,-0.21918314898014069,-0.3086979856491089,0.600298894405365,0.406883252620697,0.2552724609375,-0.44311224126815796,-0.16507271134853363,0.2735321054458618,-0.5824161043167114,0.05557723140716553,0.5904937515258789,0.6065238246917725,0.479507399559021,-0.39550872349739075,0.3538314232826233,0.36893366074562073,-0.11578901314735413,-0.3091973831653595,0.1534142175912857,0.007482529453933239,0.15519231355190277,0.30276791548728943,0.03679898551106453,-0.34805654191970825,0.042418690234422685,0.33060131764411926,0.08687491512298584,-0.04446529799699783,-0.29878033900260925,0.49967376685142517,0.25514499640464783,-0.27553056383132934,0.12105013227462769,-0.040006144136190414,-0.5305197706222534,-0.6709583868980408,0.17586007511615753,0.9617236981391907,-0.5464512577056885,-0.24690199100971222,0.49416102266311646,-0.6347104778289795,-0.4795596172809601,-0.5537297596931458,-0.29478882455825806,0.06000000000000005
0.12272420048713684,0.3860430371761322,0.011297265887260436,0.8043588948249817,-0.4610195803642273,-0.6492404985427856,-1.1999312686920165,0.38590460538864135,0.2891104173660278,-0.5237512040138245,-0.3056425201892853,0.12119687616825103,0.3812471878528595,-0.33907628536224366,-0.14921533048152924,0.3406747531890869,0.007136305682361126,-0.3212425756454468,-0.23295683145523072,-0.2969592559337616,-0.4044068503379822,0.11964731186628341,-0.48867831110954285,0.9093311381340027,-0.11049627244472504,-0.39111575961112977,-0.10156518697738648,-0.48470789670944214,0.6051537346839905,-0.5730602192878723,0.34326308488845825,0.26960402250289917,0.12813324749469757,0.023853941708803176,0.5174112868309021,-0.1919051605463028,-0.7613082575798035,0.1755576980113983,-0.4734431552886963,-0.21126269280910492,-0.7111174511909485,0.32943254232406616,-0.19037729978561402,0.2915458929538727,-0.03272288024425506,-0.05397822812199592,-0.5481027412414551,-0.03697389468550682,0.3650694441795349,0.1845158290863037,0.07045070350170135,0.7060797762870789,0.10198214918375015,0.06879341125488281,0.27973690152168273,-0.549302225112915,-0.41521403670310975,0.3799928677082062,-0.018356936164200307,-0.22437434375286103,0.21323802590370178,-0.262268488407135,-0.3462860631942749,0.5643827867507935,-0.47561070799827576,-0.3044338274002075,-0.29203635931015015,-0.7800808000564575,0.5940591049194336,-0.09336257457733155,0.433149631023407,-0.08319626480340958,-0.18804654955863953,-0.35349411249160767,0.03793063282966614,0.20106562495231628,0.13615256071090698,0.27890443325042724,0.02031490661203861,0.020592513382434844,0.25895395398139953,-0.027318242117762567,0.010219340100884437,0.08688997745513916,-0.1472751396894455,-0.35953495383262635,0.12967442989349365,-0.09433234959840775,-0.04098812222480774,0.1893153142929077,0.1318563175201416,-0.23133515298366547,-0.12321141093969346,0.030145778208971023,-0.14503638923168183,-0.2251831489801407,-0.3146979856491089,0.594298894405365,0.400883252620697,0.2492724609375,-0.44911224126815796,-0.17107271134853363,0.2675321054458618,-0.5884161043167114,0.04957723140716553,0.5844937515258789,0.6005238246917725,0.473507399559021,-0.40150872349739075,0.3478314232826233,0.3629336607456207,-0.12178901314735413,-0.3151973831653595,0.1474142175912857,0.0014825294539332389,0.14919231355190277,0.2967679154872894,0.03079898551106453,-0.35405654191970826,0.036418690234422686,0.32460131764411926,0.08087491512298584,-0.05046529799699783,-0.30478033900260926,0.49367376685142517,0.24914499640464782,-0.28153056383132935,0.11505013227462768,-0.04600614413619041,-0.5365197706222534,-0.6769583868980408,0.16986007511615753,0.9557236981391907,-0.5524512577056885,-0.2529019910097122,0.48816102266311645,-0.6407104778289795,-0.4855596172809601,-0.5597297596931458,-0.30078882455825806,0.06000000000000005
0.13272420048713685,0.3960430371761322,0.021297265887260438,0.8143588948249817,-0.4510195803642273,-0.6392404985427856,-1.1899312686920167,0.39590460538864136,0.29911041736602784,-0.5137512040138245,-0.2956425201892853,0.13119687616825104,0.3912471878528595,-0.32907628536224365,-0.13921533048152923,0.3506747531890869,0.017136305682361127,-0.3112425756454468,-0.2229568314552307,-0.2869592559337616,-0.3944068503379822,0.12964731186628342,-0.47867831110954284,0.9193311381340027,-0.10049627244472503,-0.38111575961112976,-0.09156518697738647,-0.47470789670944213,0.6151537346839905,-0.5630602192878723,0.35326308488845826,0.2796040225028992,0.13813324749469758,0.033853941708803174,0.5274112868309021,-0.1819051605463028,-0.7513082575798035,0.18555769801139832,-0.4634431552886963,-0.20126269280910491,-0.7011174511909485,0.33943254232406617,-0.180377299785614,0.3015458929538727,-0.022722880244255065,-0.04397822812199593,-0.5381027412414551,-0.02697389468550682,0.3750694441795349,0.19451582908630372,0.08045070350170136,0.7160797762870789,0.11198214918375016,0.07879341125488282,0.28973690152168274,-0.539302225112915,-0.40521403670310974,0.3899928677082062,-0.008356936164200305,-0.21437434375286102,0.2232380259037018,-0.252268488407135,-0.3362860631942749,0.5743827867507935,-0.46561070799827575,-0.2944338274002075,-0.28203635931015014,-0.7700808000564575,0.6040591049194336,-0.08336257457733154,0.443149631023407,-0.07319626480340957,-0.17804654955863952,-0.34349411249160766,0.047930632829666135,0.2110656249523163,0.146152560710907,0.28890443325042725,0.030314906612038613,0.030592513382434846,0.26895395398139954,-0.017318242117762565,0.02021934010088444,0.09688997745513916,-0.1372751396894455,-0.34953495383262634,0.13967442989349366,-0.08433234959840774,-0.03098812222480774,0.19931531429290772,0.1418563175201416,-0.22133515298366546,-0.11321141093969345,0.04014577820897102,-0.13503638923168182,-0.21518314898014068,-0.3046979856491089,0.604298894405365,0.410883252620697,0.2592724609375,-0.43911224126815795,-0.16107271134853363,0.2775321054458618,-0.5784161043167114,0.059577231407165525,0.5944937515258789,0.6105238246917725,0.483507399559021,-0.39150872349739074,0.3578314232826233,0.37293366074562073,-0.11178901314735412,-0.3051973831653595,0.1574142175912857,0.01148252945393324,0.15919231355190278,0.30676791548728943,0.04079898551106453,-0.34405654191970825,0.04641869023442268,0.33460131764411927,0.09087491512298584,-0.040465297996997836,-0.29478033900260925,0.5036737668514252,0.25914499640464783,-0.27153056383132934,0.1250501322746277,-0.03600614413619042,-0.5265197706222534,-0.6669583868980408,0.17986007511615754,0.9657236981391907,-0.5424512577056885,-0.24290199100971221,0.49816102266311646,-0.6307104778289795,-0.4755596172809601,-0.5497297596931457,-0.29078882455825805,0.06000000000000005
0.11772420048713685,0.3810430371761322,0.006297265887260437,0.7993588948249817,-0.4660195803642273,-0.6542404985427857,-1.2049312686920166,0.38090460538864135,0.2841104173660278,-0.5287512040138245,-0.3106425201892853,0.11619687616825104,0.3762471878528595,-0.34407628536224366,-0.15421533048152924,0.3356747531890869,0.0021363056823611257,-0.3262425756454468,-0.23795683145523072,-0.3019592559337616,-0.4094068503379822,0.11464731186628342,-0.49367831110954286,0.9043311381340027,-0.11549627244472503,-0.39611575961112977,-0.10656518697738647,-0.48970789670944215,0.6001537346839905,-0.5780602192878723,0.33826308488845824,0.26460402250289916,0.12313324749469758,0.018853941708803175,0.5124112868309021,-0.1969051605463028,-0.7663082575798035,0.1705576980113983,-0.4784431552886963,-0.21626269280910493,-0.7161174511909485,0.32443254232406615,-0.19537729978561402,0.28654589295387267,-0.03772288024425507,-0.05897822812199593,-0.5531027412414551,-0.04197389468550682,0.3600694441795349,0.1795158290863037,0.06545070350170136,0.7010797762870788,0.09698214918375016,0.06379341125488282,0.27473690152168273,-0.554302225112915,-0.42021403670310975,0.37499286770820617,-0.023356936164200308,-0.22937434375286103,0.20823802590370177,-0.267268488407135,-0.3512860631942749,0.5593827867507934,-0.48061070799827577,-0.30943382740020753,-0.29703635931015016,-0.7850808000564575,0.5890591049194336,-0.09836257457733154,0.428149631023407,-0.08819626480340957,-0.19304654955863954,-0.3584941124916077,0.032930632829666136,0.19606562495231628,0.13115256071090697,0.27390443325042724,0.015314906612038612,0.015592513382434845,0.2539539539813995,-0.03231824211776257,0.005219340100884437,0.08188997745513917,-0.1522751396894455,-0.36453495383262635,0.12467442989349366,-0.09933234959840774,-0.04598812222480774,0.1843153142929077,0.1268563175201416,-0.23633515298366548,-0.12821141093969346,0.02514577820897102,-0.15003638923168183,-0.2301831489801407,-0.3196979856491089,0.589298894405365,0.395883252620697,0.2442724609375,-0.45411224126815797,-0.17607271134853364,0.2625321054458618,-0.5934161043167114,0.044577231407165525,0.5794937515258789,0.5955238246917725,0.468507399559021,-0.40650872349739076,0.3428314232826233,0.3579336607456207,-0.12678901314735413,-0.3201973831653595,0.1424142175912857,-0.0035174705460667612,0.14419231355190276,0.2917679154872894,0.025798985511064527,-0.35905654191970826,0.03141869023442268,0.31960131764411925,0.07587491512298584,-0.055465297996997835,-0.30978033900260926,0.48867376685142516,0.24414499640464782,-0.28653056383132935,0.11005013227462769,-0.051006144136190416,-0.5415197706222534,-0.6819583868980408,0.16486007511615752,0.9507236981391907,-0.5574512577056885,-0.25790199100971223,0.48316102266311645,-0.6457104778289795,-0.4905596172809601,-0.5647297596931458,-0.30578882455825807,0.06000000000000005
0.13772420048713685,0.4010430371761322,0.02629726588726044,0.8193588948249817,-0.4460195803642273,-0.6342404985427856,-1.1849312686920166,0.40090460538864137,0.30411041736602784,-0.5087512040138245,-0.29064252018928527,0.13619687616825105,0.3962471878528595,-0.32407628536224364,-0.13421533048152923,0.3556747531890869,0.022136305682361128,-0.30624257564544677,-0.2179568314552307,-0.2819592559337616,-0.38940685033798217,0.13464731186628343,-0.47367831110954284,0.9243311381340027,-0.09549627244472504,-0.37611575961112975,-0.08656518697738648,-0.46970789670944213,0.6201537346839905,-0.5580602192878723,0.35826308488845826,0.2846040225028992,0.14313324749469758,0.03885394170880318,0.5324112868309021,-0.1769051605463028,-0.7463082575798035,0.19055769801139832,-0.4584431552886963,-0.1962626928091049,-0.6961174511909485,0.34443254232406617,-0.175377299785614,0.3065458929538727,-0.017722880244255064,-0.038978228121995924,-0.5331027412414551,-0.02197389468550682,0.3800694441795349,0.19951582908630372,0.08545070350170135,0.7210797762870789,0.11698214918375015,0.08379341125488281,0.29473690152168275,-0.534302225112915,-0.40021403670310973,0.3949928677082062,-0.0033569361642003057,-0.20937434375286101,0.2282380259037018,-0.247268488407135,-0.3312860631942749,0.5793827867507935,-0.46061070799827575,-0.2894338274002075,-0.27703635931015014,-0.7650808000564575,0.6090591049194336,-0.07836257457733155,0.448149631023407,-0.06819626480340958,-0.17304654955863952,-0.33849411249160766,0.05293063282966614,0.2160656249523163,0.151152560710907,0.29390443325042725,0.035314906612038614,0.03559251338243485,0.27395395398139955,-0.012318242117762565,0.02521934010088444,0.10188997745513916,-0.1322751396894455,-0.34453495383262633,0.14467442989349366,-0.07933234959840775,-0.025988122224807737,0.20431531429290772,0.1468563175201416,-0.21633515298366546,-0.10821141093969346,0.045145778208971026,-0.13003638923168181,-0.21018314898014068,-0.2996979856491089,0.609298894405365,0.41588325262069703,0.2642724609375,-0.43411224126815795,-0.15607271134853362,0.2825321054458618,-0.5734161043167114,0.06457723140716552,0.5994937515258789,0.6155238246917725,0.488507399559021,-0.38650872349739074,0.3628314232826233,0.37793366074562074,-0.10678901314735413,-0.3001973831653595,0.16241421759128571,0.01648252945393324,0.16419231355190278,0.31176791548728944,0.04579898551106453,-0.33905654191970824,0.051418690234422686,0.33960131764411927,0.09587491512298583,-0.03546529799699783,-0.28978033900260924,0.5086737668514252,0.26414499640464784,-0.26653056383132934,0.1300501322746277,-0.031006144136190412,-0.5215197706222534,-0.6619583868980408,0.18486007511615754,0.9707236981391907,-0.5374512577056885,-0.2379019910097122,0.5031610226631165,-0.6257104778289795,-0.4705596172809601,-0.5447297596931457,-0.28578882455825805,0.06000000000000005
0.07772420048713684,0.3410430371761322,-0.033702734112739566,0.7593588948249816,-0.5060195803642273,-0.6942404985427857,-1.2449312686920166,0.34090460538864137,0.24411041736602784,-0.5687512040138245,-0.35064252018928527,0.07619687616825103,0.3362471878528595,-0.38407628536224364,-0.19421533048152922,0.2956747531890869,-0.03786369431763888,-0.36624257564544677,-0.2779568314552307,-0.3419592559337616,-0.44940685033798217,0.07464731186628341,-0.5336783111095429,0.8643311381340026,-0.15549627244472503,-0.43611575961112975,-0.14656518697738646,-0.5297078967094422,0.5601537346839904,-0.6180602192878724,0.29826308488845826,0.22460402250289918,0.08313324749469757,-0.021146058291196826,0.4724112868309021,-0.23690516054630278,-0.8063082575798035,0.13055769801139833,-0.5184431552886963,-0.2562626928091049,-0.7561174511909485,0.2844325423240662,-0.235377299785614,0.2465458929538727,-0.07772288024425507,-0.09897822812199593,-0.5931027412414551,-0.08197389468550682,0.3200694441795349,0.13951582908630372,0.025450703501701352,0.6610797762870788,0.05698214918375015,0.02379341125488281,0.23473690152168275,-0.5943022251129151,-0.46021403670310973,0.3349928677082062,-0.06335693616420031,-0.269374343752861,0.1682380259037018,-0.307268488407135,-0.3912860631942749,0.5193827867507934,-0.5206107079982758,-0.3494338274002075,-0.33703635931015014,-0.8250808000564576,0.5490591049194335,-0.13836257457733153,0.388149631023407,-0.12819626480340957,-0.23304654955863952,-0.39849411249160765,-0.007069367170333865,0.1560656249523163,0.09115256071090698,0.23390443325042726,-0.02468509338796139,-0.024407486617565158,0.21395395398139955,-0.07231824211776257,-0.034780659899115565,0.04188997745513916,-0.19227513968944548,-0.40453495383262633,0.08467442989349365,-0.13933234959840773,-0.08598812222480774,0.14431531429290773,0.0868563175201416,-0.27633515298366546,-0.16821141093969344,-0.01485422179102898,-0.1900363892316818,-0.2701831489801407,-0.3596979856491089,0.549298894405365,0.35588325262069703,0.2042724609375,-0.49411224126815795,-0.21607271134853362,0.22253210544586183,-0.6334161043167115,0.004577231407165525,0.5394937515258789,0.5555238246917724,0.428507399559021,-0.44650872349739074,0.3028314232826233,0.31793366074562074,-0.16678901314735411,-0.3601973831653595,0.1024142175912857,-0.043517470546066764,0.10419231355190277,0.25176791548728944,-0.014201014488935473,-0.39905654191970824,-0.008581309765577319,0.2796013176441193,0.03587491512298584,-0.09546529799699784,-0.34978033900260924,0.4486737668514252,0.20414499640464784,-0.32653056383132933,0.07005013227462768,-0.09100614413619042,-0.5815197706222535,-0.7219583868980408,0.12486007511615753,0.9107236981391906,-0.5974512577056885,-0.2979019910097122,0.44316102266311647,-0.6857104778289795,-0.5305596172809601,-0.6047297596931458,-0.34578882455825805,0.06000000000000005
